Year,Reg,Group,BrOAa15,BrOAa16,BrOAa17,BrOAa18,BrOAa19,BrOAa20,BrOAa21,BrOAa22,BrOAa23,BrOAa24,BrOAa25,BrOAa26,BrOAa27,BrOAa28,BrOAa29,BrOAa30,BrOAa31,BrOAa32,BrOAa33,BrOAa34,BrOAa35,BrOAa36,BrOAa37,BrOAa38,BrOAa39,BrOAa40,BrOAa41,BrOAa42,BrOAa43,BrOAa44,BrOAa45,BrOAa46,BrOAa47,BrOAa48,BrOAa49,BrOAa50,BrOAa51,BrOAa52,BrOAa53,BrOAa54,BrOAa55,BrO1a15,BrO1a16,BrO1a17,BrO1a18,BrO1a19,BrO1a20,BrO1a21,BrO1a22,BrO1a23,BrO1a24,BrO1a25,BrO1a26,BrO1a27,BrO1a28,BrO1a29,BrO1a30,BrO1a31,BrO1a32,BrO1a33,BrO1a34,BrO1a35,BrO1a36,BrO1a37,BrO1a38,BrO1a39,BrO1a40,BrO1a41,BrO1a42,BrO1a43,BrO1a44,BrO1a45,BrO1a46,BrO1a47,BrO1a48,BrO1a49,BrO1a50,BrO1a51,BrO1a52,BrO1a53,BrO1a54,BrO1a55,BrO2a15,BrO2a16,BrO2a17,BrO2a18,BrO2a19,BrO2a20,BrO2a21,BrO2a22,BrO2a23,BrO2a24,BrO2a25,BrO2a26,BrO2a27,BrO2a28,BrO2a29,BrO2a30,BrO2a31,BrO2a32,BrO2a33,BrO2a34,BrO2a35,BrO2a36,BrO2a37,BrO2a38,BrO2a39,BrO2a40,BrO2a41,BrO2a42,BrO2a43,BrO2a44,BrO2a45,BrO2a46,BrO2a47,BrO2a48,BrO2a49,BrO2a50,BrO2a51,BrO2a52,BrO2a53,BrO2a54,BrO2a55,BrO3a15,BrO3a16,BrO3a17,BrO3a18,BrO3a19,BrO3a20,BrO3a21,BrO3a22,BrO3a23,BrO3a24,BrO3a25,BrO3a26,BrO3a27,BrO3a28,BrO3a29,BrO3a30,BrO3a31,BrO3a32,BrO3a33,BrO3a34,BrO3a35,BrO3a36,BrO3a37,BrO3a38,BrO3a39,BrO3a40,BrO3a41,BrO3a42,BrO3a43,BrO3a44,BrO3a45,BrO3a46,BrO3a47,BrO3a48,BrO3a49,BrO3a50,BrO3a51,BrO3a52,BrO3a53,BrO3a54,BrO3a55,BrO4a15,BrO4a16,BrO4a17,BrO4a18,BrO4a19,BrO4a20,BrO4a21,BrO4a22,BrO4a23,BrO4a24,BrO4a25,BrO4a26,BrO4a27,BrO4a28,BrO4a29,BrO4a30,BrO4a31,BrO4a32,BrO4a33,BrO4a34,BrO4a35,BrO4a36,BrO4a37,BrO4a38,BrO4a39,BrO4a40,BrO4a41,BrO4a42,BrO4a43,BrO4a44,BrO4a45,BrO4a46,BrO4a47,BrO4a48,BrO4a49,BrO4a50,BrO4a51,BrO4a52,BrO4a53,BrO4a54,BrO4a55,BrO5a15,BrO5a16,BrO5a17,BrO5a18,BrO5a19,BrO5a20,BrO5a21,BrO5a22,BrO5a23,BrO5a24,BrO5a25,BrO5a26,BrO5a27,BrO5a28,BrO5a29,BrO5a30,BrO5a31,BrO5a32,BrO5a33,BrO5a34,BrO5a35,BrO5a36,BrO5a37,BrO5a38,BrO5a39,BrO5a40,BrO5a41,BrO5a42,BrO5a43,BrO5a44,BrO5a45,BrO5a46,BrO5a47,BrO5a48,BrO5a49,BrO5a50,BrO5a51,BrO5a52,BrO5a53,BrO5a54,BrO5a55
2012,1115,U,2850,6330,15330,27483,46368,58855,69283,78153,88207,100259,101187,95602,92604,85364,89351,71080,70316,54276,54058,43266,42583,32725,25737,20526,14736,9056,7740,3899,2211,838,1477,321,466,147,138,0,245,121,0,0,0,2591,6330,14700,25609,41550,50344,58405,60154,68024,69690,66192,53870,47913,32865,31829,20782,16081,14082,10033,7361,7533,4223,3503,3604,1585,1906,1264,162,510,0,164,161,0,0,0,0,122,0,0,0,0,259,0,420,1666,4416,6882,9037,16262,16894,26502,29027,36004,38807,44841,48244,41263,42395,31539,32046,25088,25519,17795,13858,9558,7130,3972,2685,1787,510,503,328,161,0,147,0,0,122,0,0,0,0,0,0,210,208,401,1449,669,1421,2392,2664,4476,5046,4063,5570,7993,7530,8771,7041,8685,7812,6918,8294,7005,4857,4595,2065,2685,1300,680,168,985,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,181,502,0,598,841,1085,546,841,1114,571,1054,1900,1027,1797,2103,1537,905,914,940,792,1112,316,487,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,316,299,561,407,136,981,975,714,452,1170,587,1497,901,1076,1508,457,1567,634,0,790,162,340,168,0,0,0,0,138,0,0,121,0,0,0
2012,1115,R,4163,15087,31077,69374,104481,108060,117284,119825,115083,133290,126631,111422,114366,101354,98761,82405,81461,74272,74812,55388,47199,36489,22910,23075,16110,13457,5079,3551,3089,746,366,364,0,346,0,0,0,0,0,0,0,3643,14081,26791,60350,89626,88049,87092,83843,76268,80961,71588,49925,43064,29853,27111,17658,16376,11141,10571,6823,4554,1622,1608,2387,1965,1187,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,1006,4287,7896,10894,18677,25547,30393,32005,42126,44862,46288,55418,55284,53834,46668,36532,40024,36186,24082,20287,15406,10048,6366,7859,6333,1563,395,772,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,1128,3466,889,4258,4891,6129,7899,6045,12895,10589,11057,13943,10931,18476,15680,19516,14850,12835,11352,5627,9548,3929,1583,1954,395,1545,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,445,387,699,340,987,3182,1323,2118,3317,2324,4204,4619,4126,3253,6823,5796,4460,2814,1989,1179,792,391,1184,0,746,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,1316,955,992,3177,1843,1549,2943,5459,3301,5286,2810,3726,3649,2814,2785,1179,3562,391,1578,772,0,0,0,0,0,0,0,0,0,0,0,0
2012,1117,T,4512,9831,22758,42854,59582,74752,81810,91213,103535,107218,114630,107315,104868,96011,88853,82618,70607,68665,57404,48973,41997,38965,29249,23225,15414,9103,7233,4733,1951,1418,628,492,0,0,0,0,0,0,0,0,0,4512,9667,21345,39628,54943,63152,67543,69447,75412,73912,73770,59805,50264,37446,31089,25132,16144,16134,10481,8195,7194,5811,3849,2481,1790,1601,1105,514,108,0,209,98,0,0,0,0,0,0,0,0,0,0,0,1413,2765,4059,10311,12929,18830,24078,29387,35389,40573,45292,49780,47580,46420,43515,40148,33173,27804,22068,21531,14721,12208,6564,3301,3114,1543,759,327,105,295,0,0,0,0,0,0,0,0,0,0,164,0,461,290,1160,1226,2531,3564,2939,4530,5269,7594,6921,7570,7877,7794,9193,10192,9658,8944,7336,7024,6352,4376,2301,1909,1543,650,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,129,0,304,482,623,427,1142,1537,1508,1802,2344,2134,2064,2885,1658,2916,2668,2213,1290,1890,1200,402,823,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,101,0,356,513,527,181,355,811,844,1021,1126,673,1658,875,1620,1443,893,796,700,703,309,108,327,314,98,0,0,0,0,0,0,0,0,0
2012,1117,U,4528,7292,17148,35238,53005,65264,71916,82886,96847,102774,114192,105013,108090,96564,91463,83024,70407,68115,58047,48766,42032,39882,30462,24111,15710,9606,6671,4518,1912,1386,533,626,0,0,0,0,0,0,0,0,0,4528,7083,16162,32762,49232,55987,61603,66539,74319,74631,77472,61857,54949,40987,34327,27124,16697,16824,11394,8534,7368,6471,3942,2361,1979,1747,1259,645,137,0,133,125,0,0,0,0,0,0,0,0,0,0,0,986,2095,3414,8318,9059,14815,19345,24953,32471,38287,45000,49006,48893,46937,44719,41710,35140,28650,22586,23059,16127,12801,7051,3743,3147,1549,683,416,133,376,0,0,0,0,0,0,0,0,0,0,208,0,381,0,960,1115,1277,2694,2621,3814,3984,6897,5457,6549,6486,7122,7244,9115,8778,9059,7059,7407,7084,4577,2246,1510,1162,820,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,128,490,342,218,664,1131,891,1016,1651,1401,1285,2039,1463,2295,2353,2031,1119,1732,1248,378,904,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,128,0,228,218,221,113,223,678,826,467,1052,360,1341,725,941,956,746,371,624,378,258,137,139,267,125,0,0,0,0,0,0,0,0,0
2012,1117,R,4461,19186,44684,74574,87054,114096,121313,123047,128188,123115,116224,116170,92016,93845,78536,81044,71380,70902,54801,49805,41854,35061,24227,19709,14202,7067,9457,5575,2100,1534,974,0,0,0,0,0,0,0,0,0,0,4461,19186,41602,68227,78799,92869,91263,80566,79440,71341,60294,51915,31574,23570,18295,17399,14005,13324,6790,6836,6477,3005,3461,2956,1014,1010,498,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,3082,5553,6754,18574,28381,34180,41526,45251,46013,49362,46459,52815,42392,44414,38852,33785,25218,24414,19930,15026,8900,9855,4565,1514,2987,1521,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,1501,1990,1669,7324,6770,4077,7140,10213,10374,12658,11602,13278,10391,17131,14549,13184,8470,8515,5439,3449,3551,2524,3484,3041,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,0,977,451,1631,1190,2979,3157,3928,4909,5037,4970,5234,6305,2441,5481,4007,2967,1971,2536,1010,498,507,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,1587,1702,451,873,1339,916,3162,1428,1940,2930,1495,4508,3461,1478,2536,1010,1991,507,0,1023,487,0,0,0,0,0,0,0,0,0,0
2012,1120,T,2600,8589,18333,32237,47328,56674,63262,78369,88488,98295,110282,97837,100122,91703,83157,81044,70046,64564,53593,46372,42238,34664,22543,19682,13802,8917,6356,3214,1893,669,452,124,61,56,53,0,0,0,0,0,48,2600,8207,17030,29524,41253,47608,49074,59741,63449,68770,72228,58671,53289,40110,31711,27385,19590,15357,11937,8089,7259,6078,4375,4023,1998,1130,890,525,473,0,81,0,0,0,0,0,0,0,0,0,0,0,382,1303,2633,5227,7924,12899,15762,21150,25204,32640,33200,39001,42809,41357,42482,38656,35930,29104,26737,23247,16490,10694,9036,6245,3642,1907,394,338,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,848,824,1173,2260,3196,3395,4189,4669,6350,6244,7829,7900,8778,8892,9168,8583,7818,8486,5226,4271,3247,2574,2161,1049,541,67,210,62,61,56,53,0,0,0,0,0,0,0,0,0,0,0,254,59,496,639,720,868,934,953,1217,1654,1872,1628,2726,1846,1482,1895,1986,1337,1485,1124,691,1017,590,270,67,81,62,0,0,0,0,0,0,0,0,48,0,0,0,0,0,63,59,110,53,206,358,363,529,1323,606,1404,1395,1659,1538,1482,2019,1625,911,866,1187,879,381,656,270,134,81,0,0,0,0,0,0,0,0,0,0
2012,1120,U,1360,5361,11981,17819,28373,36483,44366,60511,77425,92387,109380,98935,98489,94298,81503,83781,71580,66572,56483,48563,43807,35888,24640,21755,14657,9690,7208,2615,2020,908,491,188,91,0,0,0,0,0,0,0,71,1360,5361,10950,16726,25363,31953,37369,50302,60236,71000,77785,65686,57004,46479,35818,31810,22798,17708,14406,9624,8779,7021,5368,5236,2382,1292,1030,581,505,0,123,0,0,0,0,0,0,0,0,0,0,0,0,1031,1093,2828,4045,6689,9166,15337,19059,28385,29636,35889,42159,39236,43873,39876,39091,32150,30564,26424,18897,12760,11013,7512,4891,2059,387,404,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,243,231,820,1704,1746,2700,2875,4477,4022,5128,6445,7599,7518,8082,7039,6672,7282,4752,4062,3664,2676,2621,872,707,101,123,94,91,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,75,148,509,438,516,895,670,1010,826,654,1420,1054,713,1229,1734,792,1083,733,554,1217,387,202,0,123,94,0,0,0,0,0,0,0,0,71,0,0,0,0,0,81,77,149,0,73,73,221,224,968,311,826,654,835,791,624,702,954,968,361,366,277,281,387,202,202,123,0,0,0,0,0,0,0,0,0,0
2012,1120,R,4555,14348,31496,71207,112345,129817,123935,129073,116799,112555,112388,95230,104104,85336,87204,74401,66264,59647,46836,41428,38676,31887,17864,15160,11970,7270,4555,4470,1635,199,376,0,0,168,155,0,0,0,0,0,0,4555,13286,29628,64116,95760,104322,86656,86543,71672,63389,59259,42013,44226,24486,21659,16645,11682,9601,6163,4625,3808,3937,2159,1378,1177,786,594,406,409,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,1868,6796,13456,21978,32835,34490,36026,40035,42571,41663,46592,44404,46547,39106,35650,28189,21980,18100,16032,11023,6086,4725,3532,982,1584,406,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,3129,2930,4197,6348,7016,7375,7663,8928,10920,11695,14439,11431,11682,12256,11709,12066,10421,11219,6282,4725,2355,2358,1188,1422,204,0,376,0,0,168,155,0,0,0,0,0,0,0,0,0,0,0,586,247,1693,1896,1229,1873,1926,1092,2558,3230,4412,4028,5924,3698,3218,3407,2559,2552,2363,1962,982,594,1016,409,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,527,1022,700,1274,2193,1330,2808,3223,3677,3287,3419,5010,3149,785,1969,2943,2161,594,1219,409,0,0,0,0,0,0,0,0,0,0,0,0
2012,1124,T,5921,9687,21479,38387,55299,59925,74205,80220,91986,99271,108160,90465,96442,95889,87201,74345,72141,68266,57207,51996,45786,37257,30845,23902,15577,10845,8595,5632,2263,2037,982,270,133,251,0,0,0,0,0,0,0,4934,8996,20584,34934,50938,50753,58382,62325,67110,70453,73549,50733,48782,45790,35531,24341,17970,15300,12362,10898,7500,4899,4189,2906,2130,1587,1777,549,283,291,0,0,133,0,0,0,0,0,0,0,0,987,692,895,3453,3838,8561,14323,15142,19659,25142,29684,33619,41578,41359,42162,39100,41579,40419,31825,27574,26051,21013,16248,11226,8121,4629,2862,2747,1103,727,561,135,0,126,0,0,0,0,0,0,0,0,0,0,0,523,611,1500,2253,4125,2847,4086,5012,5089,6647,7006,9042,9444,8760,8811,9322,10131,8895,7616,8449,3195,2910,2599,1236,594,436,421,135,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,850,474,841,978,621,1600,2002,1330,2099,2483,2762,2495,1316,1547,1650,1190,799,926,542,824,141,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,242,356,0,122,372,492,500,532,1049,1304,1447,1707,789,902,1142,132,1331,794,814,275,141,291,0,0,0,0,0,0,0,0,0,0,0
2012,1124,U,5103,6199,20380,33632,50807,54974,69110,76406,88360,94671,106057,91876,98156,95571,86469,76637,72191,68543,58723,48385,48852,38386,30684,23568,15123,10820,8302,6551,1696,1943,1198,329,164,313,0,0,0,0,0,0,0,4803,5917,19565,30486,47105,46378,55062,59926,64876,68956,74719,54357,51867,46522,36502,26760,19303,15145,12860,10512,7575,5289,4618,2965,2048,1882,1953,655,339,353,0,0,164,0,0,0,0,0,0,0,0,300,282,815,3145,3703,8058,12756,13933,18787,22123,27566,32792,40107,41468,42486,39902,42530,42156,33158,26743,28291,22216,16385,11238,8507,4548,2605,3276,509,707,685,165,0,157,0,0,0,0,0,0,0,0,0,0,0,0,537,1292,2097,3669,3017,3047,3988,4976,5945,5984,8075,8632,8431,8367,8657,11285,8614,7746,7804,3151,2823,2930,1474,509,353,514,165,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,881,431,725,591,754,1040,1047,1425,1099,2186,2789,1546,1082,1511,1341,1405,630,941,326,983,170,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,147,144,0,148,452,595,449,475,628,625,1549,928,618,756,596,156,788,627,488,164,170,177,0,0,0,0,0,0,0,0,0,0,0
2012,1124,R,9695,25429,26599,63251,80367,88819,101933,99620,109397,121088,118306,83688,88452,97421,90944,62292,71885,66828,48696,72363,28269,30702,31773,25751,18057,10980,10144,851,5113,2474,0,0,0,0,0,0,0,0,0,0,0,5540,22886,25332,58191,72331,76280,76450,74525,77840,77551,67903,33333,34398,42264,30569,11628,11182,16103,9565,13078,7067,2632,1717,2575,2580,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4155,2543,1267,5060,4592,11494,22847,21293,23843,39456,39902,37589,48438,40831,40504,34884,36741,31401,24348,32258,13251,14035,15457,11159,6019,5068,4227,0,4090,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3444,1045,2636,3042,6311,2041,9100,9929,5616,10029,12228,14120,13578,10467,11304,13078,3534,10526,6870,12017,3439,3378,845,0,1023,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,680,1400,2837,0,4298,6878,831,7188,4026,2609,7847,2650,1754,3435,0,1720,845,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,701,1361,0,0,0,0,764,831,3195,4831,870,6103,1767,1754,4294,0,4299,1689,2536,851,0,825,0,0,0,0,0,0,0,0,0,0,0
2012,1129,T,3473,9842,17892,40924,65072,76944,80654,92483,94541,103834,111549,106073,101417,96638,86757,85430,75545,66466,56361,58494,46800,35685,29140,20450,18403,10617,6685,3997,2787,614,448,284,136,0,117,111,0,0,0,0,0,3225,9842,16167,37203,57682,63777,65066,71227,64858,72775,71933,59869,50336,40375,32642,26236,16832,14654,12718,11502,7686,5176,3420,2539,1557,708,711,740,464,0,0,142,0,0,117,0,0,0,0,0,0,248,0,1509,3501,6774,12070,13202,17314,24452,25540,32781,38074,41760,45182,42075,45795,44888,33887,27448,28344,24591,17434,13818,9872,8069,4530,2703,1036,1084,460,0,0,0,0,0,0,0,0,0,0,0,0,0,216,219,616,913,2067,3238,4446,4560,4981,6673,7457,8372,8688,10110,9913,13869,11511,13573,8940,8308,7935,5077,5379,2690,1565,1184,774,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,563,785,720,811,1093,1367,1600,2110,1710,2087,1701,3212,3565,2654,2315,3010,1128,2265,1699,711,888,155,0,149,142,136,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,141,0,240,1043,364,497,1108,1241,1579,1825,2355,1472,1510,2929,2452,958,1833,1133,991,996,148,310,0,299,0,0,0,0,111,0,0,0,0,0
2012,1129,U,3378,9531,15404,30923,55732,64155,69136,81049,88230,101432,108929,103001,103302,97687,83974,84021,76426,64381,57056,59549,46237,34903,29465,21706,19892,11279,6895,4201,2602,792,578,364,175,0,149,142,0,0,0,0,0,3040,9531,14263,28919,51770,54590,56753,65829,62320,72895,73512,62676,54370,44132,34699,27674,17611,15050,12944,12255,8326,5875,4160,3050,1971,895,907,955,400,0,0,182,0,0,149,0,0,0,0,0,0,338,0,856,2004,3698,8632,10732,13203,21846,24660,30357,34542,41737,43504,39452,45678,48015,34783,29294,30206,25333,18488,15079,10943,8602,5013,3266,764,1401,594,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,264,933,1238,1834,3048,3102,3720,5002,6077,7539,7447,9002,8307,11204,10900,12600,8503,6911,7280,5561,5914,2686,1815,1337,800,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,1016,620,595,625,640,1728,1901,834,1495,2007,2725,3280,2657,1382,2253,1076,2330,1611,544,955,0,0,193,182,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,155,744,156,480,785,475,834,997,1338,1192,1208,1417,2246,693,1076,1075,1074,363,191,0,0,385,0,0,0,0,142,0,0,0,0,0
2012,1129,R,3737,10748,25584,73352,97651,122705,119569,130264,115925,111987,120753,116635,94840,92839,96820,90603,72318,73963,53800,54480,48909,38598,27922,15831,12803,8116,5923,3294,3420,0,0,0,0,0,0,0,0,0,0,0,0,3737,10748,22056,64067,78305,96651,93153,89064,73458,72369,66388,50218,36262,26770,25208,20956,13978,13229,11886,8637,5288,2573,649,660,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3529,8357,17503,24373,21550,30900,33286,28525,41296,50218,41841,51261,51561,46226,33424,30667,20644,21260,21811,13509,9091,5937,6065,2705,658,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,1842,840,4866,7876,9182,9508,9409,12420,12273,11391,13177,14176,15801,23452,13763,17274,10575,13509,10390,3298,3369,2705,658,659,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2424,0,1056,1568,2700,3905,1139,2865,4931,4254,601,5005,4651,2644,5790,5844,1319,2022,2029,1316,659,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,528,2091,1080,558,2278,4010,4314,4862,6013,2502,2658,8592,3216,1948,4617,1348,676,3291,0,1368,0,0,0,0,0,0,0,0,0,0,0,0
2012,1134,T,3237,8591,20560,39329,72608,87561,93839,107205,105547,129747,131520,119468,117143,107333,110823,100265,83453,78282,69787,63392,45507,39428,39983,23373,18188,11592,5708,3979,2393,476,230,0,0,0,0,0,0,0,0,0,0,3237,8591,19897,37973,64759,69812,75019,82305,76408,89856,81613,66680,58970,37804,36797,28327,17839,15658,10354,9236,6952,5215,4605,3216,2248,1591,1142,234,239,0,230,0,0,0,0,0,0,0,0,0,0,0,0,663,1017,7522,16270,15726,20749,25901,32638,42078,46636,48212,58511,59565,57877,47160,47590,42659,38203,23386,18984,19468,10722,6741,4546,2512,1170,718,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,327,887,3094,3228,3022,6649,6067,4564,7570,8359,11180,10190,14148,12769,12011,11335,10955,12100,11932,7076,6071,3409,2055,1404,479,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,0,922,216,201,1566,1191,1594,1710,2509,2445,2666,1442,2899,3359,1264,2086,2093,1072,1117,1364,0,468,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,196,397,797,950,771,1427,1640,824,1864,1259,2950,1043,1884,1287,2011,682,0,702,479,0,0,0,0,0,0,0,0,0,0,0,0
2012,1134,U,1570,5309,17265,27950,58885,67699,72777,89341,83934,112665,116542,110123,110724,96439,104583,98296,80194,75115,70442,62173,44715,40006,43922,25276,18262,11809,7251,2632,2041,340,336,0,0,0,0,0,0,0,0,0,0,1570,5309,16356,26619,53873,56607,61792,72397,64898,79815,76666,66022,59362,36960,37759,29330,18837,15457,11602,10174,7924,5353,5101,3777,2476,1865,1261,0,340,0,336,0,0,0,0,0,0,0,0,0,0,0,0,909,887,4594,10327,8926,15404,17018,27148,36275,41006,44135,52136,54155,59189,46825,46642,45304,38717,23772,20848,22953,13074,7119,5283,3153,1316,680,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,418,382,2060,1540,1731,5430,3344,2063,5936,5630,10185,7663,11302,10847,11326,9891,10754,12114,11901,6392,6810,2175,2837,987,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,288,0,257,516,1032,979,1739,1057,2153,1356,1657,2543,566,1690,2834,1453,619,1865,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,516,258,734,745,1057,1076,814,552,848,1698,0,1133,581,1238,622,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1134,R,6904,16706,29466,76204,122172,155352,157350,160330,169811,178906,179141,150667,138865,145100,132253,106904,93885,88336,67825,66911,47815,37781,28846,18011,17989,11003,1656,7296,3230,793,0,0,0,0,0,0,0,0,0,0,0,6904,16706,29466,74766,104072,114883,114907,111773,110635,118750,97342,68876,57642,40730,33493,24944,14643,16295,6617,6528,4122,4823,3205,1637,1635,846,828,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,18100,36554,36232,36647,52316,48438,60532,65433,62009,80611,78149,53452,48234,50600,34739,36720,22259,13666,9615,4093,5724,2539,828,811,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611,6211,8246,6861,10156,14724,12914,13100,17819,14599,18708,23256,18868,14061,15504,11542,12058,12019,9005,4088,6771,0,2432,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,0,3665,0,781,5726,3444,3493,4243,5153,7127,4307,1715,6617,5712,3298,3215,0,0,2453,0,0,1621,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,818,0,2620,1697,859,2673,3445,858,5790,2448,6595,4019,4006,3275,4088,846,0,1621,1615,0,0,0,0,0,0,0,0,0,0,0,0
2012,1138,T,3605,10555,20673,42593,71751,87752,92410,107370,107701,119817,118583,107118,104192,100162,87539,86558,69143,68013,57855,50462,49910,35150,32880,19159,13928,10185,5362,4308,3009,1223,520,0,0,0,0,0,95,0,0,0,0,3605,10367,19622,38215,63689,75039,72682,77994,75017,83381,75025,58428,47828,38701,29778,23549,15156,13504,9537,8793,5711,4760,5335,1639,1773,1031,766,1044,274,136,0,0,0,0,0,0,0,0,0,0,0,0,188,876,4377,7240,11008,18026,24245,28101,30383,36039,38141,41981,49561,46759,47352,40208,39408,33823,26250,27686,18307,12408,8949,5698,3997,1660,1827,547,136,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,822,1550,1276,4233,3256,5140,6396,7767,10524,8549,8132,10056,9770,11172,10045,10831,10429,8055,9802,5294,3545,3352,1787,522,1504,408,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,426,513,965,571,786,1623,2573,1964,2153,3437,2380,2701,3306,2676,3725,1343,2357,1513,886,1160,894,392,137,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,362,343,337,1159,1286,1386,718,2164,1628,1228,1144,1911,2359,2685,2978,1765,2026,645,255,522,547,340,130,0,0,0,0,0,95,0,0,0,0
2012,1138,U,2620,6120,13880,24313,45913,58158,66911,81576,90185,106296,110283,104103,97757,93074,86181,82538,65714,69721,59522,50134,47095,37425,31081,18537,14659,9933,5324,3512,3727,1251,399,0,0,0,0,0,0,0,0,0,0,2620,5828,12871,22062,40335,51898,54094,63083,68830,78949,75657,61895,48326,40816,31541,24216,16807,15164,10494,9854,5844,5494,5588,1961,1649,1528,951,975,414,209,0,0,0,0,0,0,0,0,0,0,0,0,291,757,2251,4935,5654,12251,15382,19055,24411,29897,35436,40114,45300,46993,47578,40840,42690,36470,28525,29220,22489,14667,9625,7329,4776,1331,1951,828,209,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,644,404,377,2420,1971,2472,3813,4725,6949,5720,6213,8356,6050,9890,9462,9162,7906,7210,8905,4456,4031,2483,2091,390,1657,626,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,188,346,164,309,610,945,1737,464,956,1705,1345,1154,2752,1729,3094,1030,1048,1248,733,955,570,195,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,164,154,305,1102,632,773,478,682,672,824,344,864,1031,1202,873,1248,916,191,380,0,621,209,0,0,0,0,0,0,0,0,0,0,0
